Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:27:13.920,29.821,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:14.928,29.769,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:15.967,29.840,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:17.008,29.783,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:18.050,30.718,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:19.083,15.488,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:20.109,15.585,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:21.140,14.557,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:22.179,14.430,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:23.184,14.932,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:24.220,15.440,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:25.256,16.416,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:26.298,15.350,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:27.344,15.289,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:28.399,16.127,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:29.442,15.333,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:30.498,14.211,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:31.514,15.746,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:32.555,14.399,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:33.598,14.384,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:34.639,15.374,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:35.680,15.368,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:36.725,15.321,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:37.751,15.591,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:38.767,14.755,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:39.782,15.771,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:40.840,14.179,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:41.860,14.707,640,480,MJPG,1,90,False,False,30
2025-11-06 09:27:42.895,14.490,640,480,MJPG,1,90,False,False,30
